100,"[6, 6, 10]",5,0.004822714851538302,0.44559178013192163,"['komegasst_I1_1', 'komegasst_I1_7', 'komegasst_I1_16', 'komegasst_I1_10', 'komegasst_I1_4', 'komegasst_I1_3']"
101,"[6, 5, 10]",5,0.003085363960935434,1.6562250048763951,"['komegasst_I1_1', 'komegasst_I1_7', 'komegasst_I1_16', 'komegasst_I1_13', 'komegasst_I1_4', 'komegasst_I1_10']"
102,"[6, 7, 10]",7,0.004497697491386256,3.674290561312921,"['komegasst_I1_1', 'komegasst_I1_7', 'komegasst_I1_16', 'komegasst_I1_13', 'komegasst_I1_12', 'komegasst_I1_10']"
103,"[6, 6, 10]",7,0.004828563679373107,0.7341551772060638,"['komegasst_I1_1', 'komegasst_I1_7', 'komegasst_I1_16', 'komegasst_I1_5', 'komegasst_I1_12', 'komegasst_I1_13']"
104,"[6, 6, 10]",6,0.003517437139940445,2.2319774796636738,"['komegasst_I1_1', 'komegasst_I1_7', 'komegasst_I1_16', 'komegasst_I1_13', 'komegasst_I1_9', 'komegasst_I1_10']"
105,"[6, 5, 10]",7,0.00415696154100108,3.193818735070531,"['komegasst_I1_1', 'komegasst_I1_7', 'komegasst_I1_16', 'komegasst_q5', 'komegasst_I1_13', 'komegasst_q6']"
106,"[6, 7, 10]",5,0.003404263254611055,2.3419665293944285,"['komegasst_I1_1', 'komegasst_I1_7', 'komegasst_I1_16', 'komegasst_q5', 'komegasst_I1_3', 'komegasst_I1_5']"
107,"[6, 6, 10]",5,0.003623640923527051,1.2384227774456111,"['komegasst_I1_1', 'komegasst_I1_7', 'komegasst_I1_16', 'komegasst_I1_12', 'komegasst_I1_10', 'komegasst_I1_3']"
108,"[6, 5, 10]",7,0.004490100507492266,1.1489781523977647,"['komegasst_I1_1', 'komegasst_I1_7', 'komegasst_I1_16', 'komegasst_I1_9', 'komegasst_I1_5', 'komegasst_q6']"
109,"[6, 6, 10]",7,0.004394587574103929,0.7615187590014292,"['komegasst_I1_1', 'komegasst_I1_7', 'komegasst_I1_16', 'komegasst_I1_4', 'komegasst_I1_10', 'komegasst_I1_12']"
110,"[6, 7, 10]",6,0.004998937483557182,53.99085890822928,"['komegasst_I1_1', 'komegasst_I1_7', 'komegasst_I1_16', 'komegasst_I1_12', 'komegasst_q6', 'komegasst_I1_13']"
111,"[6, 6, 10]",6,0.004924738592162727,2.3534031926812236,"['komegasst_I1_1', 'komegasst_I1_7', 'komegasst_I1_16', 'komegasst_I1_13', 'komegasst_I1_10', 'komegasst_I1_4']"
112,"[6, 6, 10]",6,0.004736552035968056,2.338391975805116,"['komegasst_I1_1', 'komegasst_I1_7', 'komegasst_I1_16', 'komegasst_I1_13', 'komegasst_q6', 'komegasst_I1_5']"
113,"[6, 6, 10]",5,0.004036271597625413,2.557864162061636,"['komegasst_I1_1', 'komegasst_I1_7', 'komegasst_I1_16', 'komegasst_I1_10', 'komegasst_I1_4', 'komegasst_I1_5']"
114,"[6, 7, 10]",6,0.0047013332185234565,1.01905303476972,"['komegasst_I1_1', 'komegasst_I1_7', 'komegasst_I1_16', 'komegasst_I1_4', 'komegasst_I1_9', 'komegasst_I1_5']"
115,"[6, 5, 10]",7,0.004321262020557627,1.9635608388982353,"['komegasst_I1_1', 'komegasst_I1_7', 'komegasst_I1_16', 'komegasst_I1_4', 'komegasst_I1_3', 'komegasst_I1_10']"
116,"[6, 6, 10]",5,0.004726366033912437,5.121223329685996,"['komegasst_I1_1', 'komegasst_I1_7', 'komegasst_I1_16', 'komegasst_I1_5', 'komegasst_I1_12', 'komegasst_I1_10']"
117,"[6, 6, 10]",6,0.003757279559171416,2.054998431583525,"['komegasst_I1_1', 'komegasst_I1_7', 'komegasst_I1_16', 'komegasst_I1_10', 'komegasst_q6', 'komegasst_I1_4']"
118,"[6, 5, 10]",5,0.004200351179463364,4.5327976704266,"['komegasst_I1_1', 'komegasst_I1_7', 'komegasst_I1_16', 'komegasst_I1_10', 'komegasst_I1_9', 'komegasst_q5']"
119,"[6, 7, 10]",7,0.003932545412233199,0.3715123298906905,"['komegasst_I1_1', 'komegasst_I1_7', 'komegasst_I1_16', 'komegasst_I1_10', 'komegasst_I1_3', 'komegasst_I1_4']"
120,"[6, 7, 10]",6,0.0038679310444791736,4.826641196418191,"['komegasst_I1_1', 'komegasst_I1_7', 'komegasst_I1_16', 'komegasst_I1_4', 'komegasst_q5', 'komegasst_I1_9']"
121,"[6, 6, 10]",7,0.004632285879349925,1.3517935591287344,"['komegasst_I1_1', 'komegasst_I1_7', 'komegasst_I1_16', 'komegasst_I1_3', 'komegasst_q6', 'komegasst_I1_4']"
122,"[6, 7, 10]",7,0.003947938195124352,0.4393712279847565,"['komegasst_I1_1', 'komegasst_I1_7', 'komegasst_I1_16', 'komegasst_I1_12', 'komegasst_I1_13', 'komegasst_I1_3']"
123,"[6, 7, 10]",7,0.0039090962803381936,1.2026161381485982,"['komegasst_I1_1', 'komegasst_I1_7', 'komegasst_I1_16', 'komegasst_q6', 'komegasst_I1_5', 'komegasst_I1_3']"
124,"[6, 7, 10]",7,0.004034696012252684,3.119471083569508,"['komegasst_I1_1', 'komegasst_I1_7', 'komegasst_I1_16', 'komegasst_I1_4', 'komegasst_I1_5', 'komegasst_I1_13']"
125,"[6, 7, 10]",6,0.003324983306944107,2.9105318192722316,"['komegasst_I1_1', 'komegasst_I1_7', 'komegasst_I1_16', 'komegasst_I1_10', 'komegasst_I1_3', 'komegasst_q5']"
126,"[6, 7, 10]",7,0.003718935268086451,2.5300363779191577,"['komegasst_I1_1', 'komegasst_I1_7', 'komegasst_I1_16', 'komegasst_I1_4', 'komegasst_I1_9', 'komegasst_I1_10']"
127,"[6, 7, 10]",6,0.0042079510372252165,6.3079393110819275,"['komegasst_I1_1', 'komegasst_I1_7', 'komegasst_I1_16', 'komegasst_q5', 'komegasst_I1_5', 'komegasst_I1_4']"
128,"[6, 7, 10]",7,0.003896856653797774,0.5518002584683256,"['komegasst_I1_1', 'komegasst_I1_7', 'komegasst_I1_16', 'komegasst_q5', 'komegasst_q6', 'komegasst_I1_3']"
129,"[6, 7, 10]",5,0.0031535327427828054,1.7849873891051855,"['komegasst_I1_1', 'komegasst_I1_7', 'komegasst_I1_16', 'komegasst_q6', 'komegasst_I1_3', 'komegasst_I1_4']"
